33.5
34.0
34.2
34.5
34.1
34.2
34.3
34.1
34.0
34.2
34.1
34.0
33.9
33.8
33.9
34.0
34.0
34.1
34.2
33.6
33.5
34.2
34.4
34.2
34.1
33.6
33.7
34.6
34.5
34.1
33.1
33.3
33.2
34.3
33.9
34.3
33.2
33.6
34.2
33.6
34.4
34.3
33.0
33.6
34.2
34.1
33.8
34.6
34.2
